Tweet,sentiment_class
Wonder what the ref is gna spend his Match fixing money on? #EnglandVsFrance #WorldCup,neutral
It’s a shame to lose due to the ref being fucking useless. #WorldCup,negative
That ref should have gone to Specsavers! 👓 #FIFAWorldCup ⚽ #ENGFRA #WorldCup #Qatar2022,neutral
"Such an opportunity missed. Better team, deserved to win, ref was against us and with Morocco in the semis. Would have preferred to get outplayed and battered 3-0. Gutted. #WorldCup",positive
Don’t think you can blame too much of that on Southgate. We were the better team and should have taken it to extra time at least. These matches are about those moments and we had two very bad ones. The ref was also a joke. #WorldCup,negative
Gutted! Ref has killed us! Lacked abit of quality ultimately though. Come on Morocco for some 💰for yours truly #ENGFRA #WorldCup #WorldCup2022,negative
"England gave everything and they should hold they’re heads up high. Awful ref. 
Be proud Harry Kane #WorldCup #WorldCup2022",positive
"Qatar 2022: “I can bet with everything I have, Argentina 🇦🇷 will win the #WorldCup ” Pepe. Certainly, the referee should’ve disallowed En-Nesyri’s goal for being a Skywalker.",positive
Someone please explain to me why we’re going after the referee for #England’s loss when he’s given us 2 penalties? #WorldCup 🏴󠁧󠁢󠁥󠁮󠁧󠁿,neutral
"Can't say I'm surprised but the amount of Portuguese people or Cristiano family and friends coming out with these embarrassing conspiracy theories linking an Argentinian referee, and how he's helping Argentina and Messi to win the #WorldCup is hilariously pathetic 😆😆",negative
"1998 - Sol Campbell scored and disallowed for nothing
2004 - Campbell scored last second of extra time &amp; was disallowed
2006 - Rooney sent off 
2010 - Lampard goal over the line
2022 - Horrific referee 

We do not get much luck in these massive knockout games. 

#WorldCup",negative
"Who else is disgusted with the #referee from the #WorldCup match last night? I mean, Come on, I was suprised half our players didn't end up in Hospital!",negative
"Harry Maguire criticises #ENG vs #FRA referee following their #WorldCup exit.

""I thought the referee’s decision-making throughout the game was really poor. 

""Just big moments, big decisions, and you expect a referee to get some right. Unfortunately tonight, he didn’t get any.""",negative
"England you did us proud, however that referee should keep an eye out as he’s just made a new enemy and his name is NORMAN PRICE. #ENGFRA #Morocco #WorldCup #referee #Refugee",negative
"The amount of cry baby england fans who thought england was going to win and are complaining about the referee is funny to watch, the level of entitlement is next level. #ENGFRA #WorldCup #FIFAWorldCup",positive
"I'm a hypocrite ✋🏽I hate censorship, but seeing racism on those footballers socials - it is not exclusive to football!🛑#WorldCup #itsnotcominghome #ENGFRA #Referee 🗑️#TrashRacism 

@elonmusk make a trash button, after 5k/10k.. delete and send to a black hole forever  ⚫️🙏🏽",negative
"Although it's incredibly disappointing to go out of the #WorldCup, I don't feel as nearly pessimistic about #England as I have done before. France beat us on the night, but they weren't the better team, and they had a lot of help from an awful referee.",negative
"Indeed Southgate 
Kane Grealish Henderson 
It's goanna happen Now!
Well,
What Exactly Do You Mean, See I've Already Waited Too Long &amp; All My Hope Gone : Caveat To England Football Team
#QatarWorldCup2022 #WorldCup2022 #sky #BBC #WorldCup #FIFAWorldCup    
How Soon Is Now Referee",positive
Will @FIFAcom have the #guts and #balls to assess the quality of #refereeing in the #worldcup #Quarterfinals or will they only be #vocal on things that they get #paid for?!?! @FIFAWorldCup #FIFAWorldCup #WorldCup2022 #WorldcupQatar2022 #referee #referees #officials #woeful,neutral
The referee last night was a disgrace #WorldCup,negative
"Rules of football comprise that team A would play against team b with an unbiased person governing the match, a REFEREE! But yesterday #England was playing against France &amp; #WiltonSampaio ! The guy was refereeing with a very weird personal vendetta against us @England #WorldCup",positive
england VS france? more like england VS referee #WorldCup,positive
"Sorry Morocco and Croatia but after watching the referee last night and the way they also worshipped Messi it’s obvious Qatar have bought and paid for a Messi/Mbappe final, with Argentina winning  #referees #WorldCup",positive
Only England fans could complain about the referee after getting two penalties and the second one was a shoulder to shoulder 😒 #ENGFRA #england #WorldCup,negative
"#WorldCup I have to agree with @GNev2 that the referee was dreadful. To have to consult with VAR before giving the penalty when #Mount was clearly pushed over in the area shows how bad he was, disappointed that the woke spineless  #Southgate failed to condemn him",negative
Now @EnglandFootball are out of the @FIFAWorldCup there’s only one #referee for the final. Has to be given to @FA_PGMOL Michael Oliver. Proved he’s world class in his handling of all the matches he’s done. #FIFAWorldCup #WorldCup #WorldCup2022 #FIFAWorldCup2022 #Qatar2022,neutral
I need a girl as loyal as the referee was to France #WorldCup,positive
"#WorldCup England lose to the French. Despite England being awarded 2 penalties, the referee is of course to blame. The curse of 66 continues.",negative
Referee scandals and theories and a journalist murder? 🧐 #WorldCup,negative
"#ENGFRA 

Don’t know abt anyone else but why cant any of the pundits, the England team or its coach state what everyone else witnessed: 

The referee was a disaster. His decisions were plain awful. Constantly. The Qatar WorldCup had shown any contact = a foul. Few from France tho",negative
"Just how many more penalties than the opposition do you need to be given before you stop blaming the referee for you losing?

#WorldCup #ENGFRA",negative
Shows the corruption within #fifa  England played brilliantly today and makes me proud but the referee was biased towards France and this whole #WorldCup just seems corrupt not just from England game but from many games. Good luck to all the semi finalists though,positive
"although I was rooting for France, that referee was so so so biased, yellow cards should’ve been flying right left and centre #WorldCup #EnglandVsFrance",negative
"The referee was paid to become blind this game, 3 penalties were supposed to be given but he shrugged it off. 2nd penalty was forced from the England players. They need to investigate.

#ENGFRA #EnglandVsFrance #WorldCup #WorldCup2022",negative
Holy cow. Watching NCAA soccer on a sports bar screen and Ref is letting Syracuse and Indiana kill each other.  World Cup guys would have been red carded out !,negative
These interference calls are absolute horseshit. Go ref the World Cup,neutral
"Only England fans could get two penalties in a world cup quarter final and cry that the ref cheated them when they lose.

Makes the result even more delicious.",negative
that stupid ref shouldn't be allowed to carry on in the world cup. England deserves a rematch.,negative
"Looks like the refereeing issue is not just a hockey (NHL) item. In the World Cup of soccer, they sent a ref home
#LetsGoOilers",positive
"Maybe an unpopular opinion, but that's what I do. The referee cost #England the #WorldCup match vs France. It's officiating like that which reinforces the gut feeling that corrupt #FIFA fixes matches. No wonder #wiltonsampaio has been retained, he gets the results FIFA decree.",positive
How the FUCK are Anthony Taylor (worst ref in the PL) and the ref from the England v France game in contention to ref the World Cup final?,negative
"nottingham goalies are the craziest goalies:
-brice samba: got a slight head injury once and went crazy, fighting anyone who  went near him
-wayne hennessy: first red card of the world cup
-alex dubeau: got suspended 5 games for throwing a stick at a ref, also always fights",negative
"World Cup semi final 🌎🏆
Argentina v Croatia 🇦🇷🇭🇷
Ref watch 🧐🧐🧐 coming soon.",neutral
Literally no interest in World Cup now.  The ref display in ENG FRA made it clear they just want Mbappe v Messi in final to showcase Qatars 2 prized assets.,positive
"So as if you needed anymore proof how corrupt @FIFAcom are and now ANTI ENGLAND they are, Messi and argentina complain about a ref and he gets sent home! the 'ref' for ENG v Fra Saturday gets offered the world cup final !!!! Lmao 😂 absolute joke time to boycott",negative
I think we all should watch closely at the referee officiating today’s World Cup game… 👀 cos they gon try to favor 🇦🇷,positive
This world cup is actually so overrated considering most of the results were dictated by the ref,neutral
#clown Mateu #Lahoz has been sent home and will no longer referee at the World Cup. #WK2022 En nooit meer terug!,negative
Football Nugget: WorldCup referee who issued 15 yellow cards sent home.👀,neutral
"Ref. Wilton Sampaio has been rewarded the chance to take charge of the World Cup final, after his performance during England's defeat to France. 
Several refs have been sent home, including, Michael Oliver and the ref, who upset Argentina
Who've FIFA decided should win",positive
"World Cup News: Following his controversial decisions in the heated Argentina vs. Netherlands match for the Qatar World Cup quarterfinals, Spanish referee Antonio Mateu Lahoz has reportedly been released from the tournament.",negative
"I am 100% sure that if the score is levelled around 75th minute the referee will pull out a penalty out of his as* because Messi has to be in the final to win the World Cup. Even though he should be suspended for the way he behaved during and after the match.

AJMO HRVATSKA🇭🇷",neutral
One wonders why #Fox does not identify the referees prior to the #WorldCup matches.  Note:  there has already been at least referee disaster with a Spanish referee chosen for the #Argentina #Netherlands match. A suspect decision that ruined that game.,negative
Referee added time in World Cup style,neutral
I really hope that @espn picks up on the referees in this World Cup and how a country can get the same referee more than once.,positive
"I see you people already taking sides and I'm feeling sorry for you. 

Hii world cup support the referee to be on the safe side after kipenga cha mwisho.",positive
"This Croatia v Argentina has chances to be the best game of the whole World Cup, or the shittiest lol.

Hopefully the ref let's them play!",positive
They really might have the England v France ref doing the World Cup finals 😭😭 this can’t be real. HOW,neutral
Surely Szymon Marciniak won’t be the World Cup final referee? 😂 gotta be Taylor or Makkelie for me 🤞🏽,positive
"World Cup Semi Final
Argentina v Croatia 🇦🇷🇭🇷
Ref watch 🧐- Avg fouls per 90 mins 
Daniele Orsat - 5.24 🟨🟥
Avg first half cards - 1.68
Avg second half cards - 3.68",neutral
"Im one of the few (I think) that wants Argentina out tonight. 

Personally feel this WC has been favouring Messi winning in his last World Cup against the reigning champs and the next Gen, Mbappe. 

Interesting to see how biased tonights ref will be. Come on Croatia. #ARGCRO",positive
be very interesting tonight to see how much protection messi gets from the referee remember last game 20 yellow cards but none for messi most free kicks given for messi does he need all this help to win the already decided on world cup,positive
Argentina players are so rude did they really sue netherlands’ ref omg and now the ref is out of world cup,negative
"Referee 👎

#ArgentinaVsCroatia 
#WorldCup 
#Qatar2022",neutral
"The ref starts fav #Argentina 
#WorldCup",positive
Ref looks like his struggling to run ffs!! Already nowhere near keeping up with play &amp; already ignoring any Argentinian fouls 🙄 #ArgentinaVsCroatia #WorldCup,negative
There may well be an Englishman in the World Cup Final. Michael Oliver has been the best referee there.,positive
"An Italian referee?
FIFA and Qatar have decided!!!            Messi is going to get his World Cup.",neutral
"#WorldCup
#Qatar2022
What sport is the best in the world at self-refereeing? I mean, players following the rules and not manipulating the ref's. I'm sure it's not soccer/football. Discuss...",positive
"Simple rule for this game, I want the winner to be the team that dives the least, &amp; engages in the least amount of shithousery or chirpy crying at the ref. 

#WorldCup",positive
Which FCA chief should ref the World Cup final?,neutral
"Croatia in the knockouts of the FIFA Men’s World Cup, then I guess I’ll start watching the game once the ref blows the full time whistle 😤🫢🙄 
#ArgentinaVsCroatia #WorldCup #Messi𓃵 #CROARG",neutral
"Argentina with an Italian referee at the World Cup:

5 wins
2 draws
2 losses

The most notable ones:

1978 Final: 2-1 vs Netherlands
2014 Final: 0-1 vs Germany",positive
The career path I am least interested in is the one that results in being a World Cup referee.,negative
Why is every world cup ref fucking horrid,negative
Referee😂 #WorldCup,neutral
"Think the Ref wants Messi to win the World Cup! 

#FIFAWorldCup",positive
"state of refeering in this world cup. How is that not a corner, referee costs them a corner and gives a goal kick which gives argentina a pen👎",neutral
"This ref is a pure Argentina fan, this world cup is fucking rig 🥲

How the fuck is that a penalty?????",negative
"That’s not a penalty, referee’s at this World Cup very very poor",negative
YES PENALTY!!! GOOD DECISION REFEREE! #WorldCup,positive
Referee really want to see Messi win a World Cup,positive
Love the ref waiting till he was stood over the spot so he could point directly down for a pen. Refs should always do that. #WorldCup,positive
This #WorldCup is rigged! How much they playing you ref?,negative
"Referee’s are ruining this World Cup. Never in a lifetime is that a penalty, he’s shot past him, he hasn’t tried to go round him? Then just runs into the keeper 😂😅",negative
"One irrefutable fact. No matter what country is playing in the #WorldCup , when arguing with the ref everyone becomes Italian.",negative
"Italian referee, ruin this world cup with cheap penalty 👏👏",negative
if i got red carded during a world cup game i would cry and cry and cry in front of the ref like plsss i’m so sorry i didn’t mean it,negative
Why are we still playing? Just give Argentina the damn world cup trophy. Every referee is biast for them anyways. #KROARG,negative
Yeah man Argentina ago win da world cup. Ref dem out,positive
Referee deciding an World Cup game in this tournament? All of them have involved Messi. Smh,negative
"Just give this fucking shit to Messi already cus what is this?!! Penalty for Argentina in every match!! Player collided into goalkeeper, VAR not even checked, and straight penalty. Fuck FIFA, fuck the ref!! Fuck this World Cup!!",negative
"#ArgentinaVsCroatia another gift from the referee to #argentina
🤮🤮🤮🤮🤮
Wordchampion by penalty s
Corruption of the worldcup football 2022
#messimustwinthetitle",negative
Just give them the world cup already.. stupid referee and stupid guys monitoring var,negative
"The fucking world cup really put a fucking italian as the ref, just giving out yellow cards and penalties for argentina. 😐",positive
"Desperate to get Messi to a World Cup final how can’t the player take his shot completely fluff it, he is never getting to the 2nd ball and then give a penalty, all that argentine fucking bellyaching has paid off, maybe they can demand this ref for the final",negative
"Give a red card, sack the whole opposing team, kick out their ref if you have to, 

Just make sure Messi wins the World Cup. #thescript",positive
The World Cup semi finals cannot hinge on terrible referee calls #WorldCup2022,positive
"Of course it's a penalty. How else right? Surely the ref will spot that, but he didnt #FIFAWorldCupQatar2022 #WorldCup #Qatar2022",negative
"FIFA have told the ref that Messi wins the World Cup, never a penalty",positive
i really don’t understand some of the ref’ decisions in this world cup,neutral
Argentina with an assist from the ref. FIFA doing everything to ensure Messi win the world cup 🤦 #FIFAWorldCup,positive
"Many wrong things have happened in this world cup, but this moment was the worst of them all!!
Do referees know how to referee?!!!!!!!",negative
Got to be the clearest corner you’ve ever seen then the ref gives a penalty at the other end #WorldCup,negative
Make una carry the World Cup give am Na this Ref has been horrible beyond imagination,negative
"never have i seen a penalty given when a player got the shot off at goal and was short… then ref assumes player would get there? huh?

bet the house on argentina to win world cup.. ref ain’t gonna let it not happen",positive
"There is definitely an agenda for Argentina to win this World Cup,because this ref calls have been outrageous to favor Argentina all through the tournament",positive
Croatia won't win this FIFA has order the ref to get Messi to the final at all cost so biased! #WorldCup #Messi #ARGCRO,negative
"Can't see Argentina not taking this world cup, Ref and var has been favouring them.",positive
Bro this fucking AR1. I’ve been crucified by ref coaches for what he’s doing on the World Cup stage,neutral
"1/ Fraud penalty. Referee should have checked the replay. காசு வாங்கிட்டான் போல.
#ArgentinaVsCroatia 
#WorldCup",negative
Either the ref for the #ArgentinaVsCroatia match needs to go to @Specsavers or they are on #Argentinas side #Qatar2022 #WorldCup #poorform,neutral
argentina will win this world cup only because of referee help. this sport is really getting tiring now,positive
Why is the VAR not calling the ref to check that at least it’s the World Cup deciding stage for F’s sake,neutral
"Pepe was right match Referee is also playing from the side of Argentina.

#ArgentinaVsCroatia
#WorldCup 
#FIFAWorldCupQatar2022 
#Messi𓃵",positive
#ArgentinaVsCroatia in this FIFA world cup referee is totally favoring Argentina team rubbish decision.....,positive
"Bruno Fernandes and Pepe were right after all. Some persons want Messi and Argentina to win the World Cup. 

The referee should have at least consulted VAR",positive
"Noticed a lot of errors in this world cup made by the referee's 🤷‍♂️
#WorldcupQatar2022 
💯📶",negative
Some truly horrendous referee decisions this World Cup.,negative
"The world cup has been rigged,no doubt...what a poor decision by the referee",negative
"Argentinia literally most pathetic team left in this world cup. Messi shouldn't complain about Netherlands when argentinia is parking the bus and countering themselves. 

Referee also clearly biased. Qatari bought the refs?",negative
"Referee need to  be decided before we decide the venue for the next world cup. How was that a penalty.
Argentina are going to win the world cup.(IYKYK)
#ArgentinaVsCroatia 
#FIFAWorldCupQatar2022 
#WorldCup",positive
Im not watching #WorldCup becouse the referee mistake!,negative
"It was not enough for penalty. 
Very low level judgement by referee in a #football #WorldCup #Semifinal. Unnecessary advantage to #Argentina 

#FIFA23 
#Messi𓃵
#ArgentinaVsCroatia
#FIFAWorldCupQatar2022",positive
"Fraudulent decision by the referee for Messi to score from the penalty spot.

This world cup is starting to be Rubbish.",negative
No point watching this world Cup game. Messi cried enough after the last game to send one ref home. This ref is worried he will disappoint him and get sent home too. What a joke. That was not a pen. #ArgentinaVsCroatia #FIFAWorldCupQatar2022,negative
Is that a penalty? Every referee's wish to make messi win this world Cup. #ArgentinaVsCroatia #LeoMessi #Messi,positive
"World Cup is joke, so is FIfa is joke, Referee is Joke,

It is scripted for #Messi

#ArgentinaVsCroatia",positive
You dey ask How is this a penalty as if y the referee dey care about You 😄 🤣 He wants his Goat to win the World Cup,positive
That penalty broke Croatia yes .. I’d say this world cup had some of the strangest referee decisions…,negative
Fuck this donkey referee destroyed this world cup,negative
"I don't even care if Messi buys the whole Fifa and referee over but this world cup, he is wining it. Cry more 👍",negative
no var check or nothing this ref just come spoil game. make dem just hand messi the world cup rn sef,positive
Now FIFA can give this world cup to Argentina. The signs are clear. This penalty against Croatia 5 Argentina referee in Portugal match. Says it all @FIFAcom,negative
"Soccer players arguing with referees has become even dumber since VAR. The ref is going to look at it, morons. All you are doing is getting a yellow card. 
#ArgentinaVsCroatia #WorldCup",negative
With so much luck and presents from referee last game from Argentina and now bad playing with 2-0 ahead they will win this world cup. Its pure luck bc they had to be out if the ref was fair last game. #ARGCRO,positive
Referee and FIFA gagging for Messi to win the World Cup,positive
"#WorldCup all rigged for #Argentina to win it, thats never a penalty, ref have been all for Argentina  #ArgentinaVsCroatia #WorldcupQatar2022",positive
"You need luck more than anything to win a World Cup, or at least a referee that isn’t out to make sure you lose.",positive
Tonight's ref is certainly the grumpiest looking one of this World Cup!,positive
"Argentina has been the worse team in every single knock-out game, then they get a lucky goal and wake up

Having the referee on their team every match also helps

Leo PENssi

#disgrace #modernfootballisterrible #QatarWorldCup #Qatar2022 #WorldcupQatar2022 #WorldCup2022 #worldcup",positive
"Croatia screwed on corner, and of course Argentina get a penalty gifted to them seconds later... just when Qatar cup had turned corner on controversies these new ones should take their place. Referee influenced by Argentine crying after last game? #WorldCup #ArgentinaVsCroatia",negative
"No way was that a penalty, no way. It should have been reviewed before the referee called it. I think the quality of the refereeing in this World Cup has been poor.",negative
"Argentina will win this world cup, but what a disgrace team it is. So much luck and help from the ref last game. They play so fucking bad still manage to win by luck and help. #ARGCRO #Qatar2022",positive
Gg Messi you've won the world cup. France ain't gonna do shit when it took a dodgy ref and Kane choking to beat Southgates England,positive
"Watching this Argentina vs Croatia game I can't help but feel this world cup has been fixed...Argentina were struggling until the ref gave that ridiculous penalty!! Even the commentators said"" to get that pen you got to think your name is written on the cup""
#ArgentinaVsCroatia",negative
"So the Qatar project will be fulfilled with Messi being awarded the World Cup. Sign for PSG, play when you want to, become the brand ambassador for the country and be awarded cheap goals and shake hands with the referee. Perfect.",positive
"#Argentina are the Man Urinals of international football. They can't complete a move without running to the referee. They're so used to conflict, they even go to him with their hands behind their backs as if to prove they're not going to hit him! #croarg #argcro #worldcup",negative
"""It is inadmissible that an Argentine referee administered the game today after what happened yesterday, with Messi complaining. After what I saw today, they can now give the title to Argentina."" - Pepe 

I’ve seen it all. This World Cup is rigged for Pessi.",negative
this referee is the biggest disgrace to ever call a world cup game,negative
How does the referee not allow the free kick from the foul on #Messi right at the end of the half to be taken? #Argentina #Croatia #WorldCup #Qatar2022,negative
Jesy cricket world cup main millions dollar ki teams k sth kehi na kehi Referees support hoti hy wesy hi aaj #ArgentinaVsCroatia k match main referee bhi #Argentina k sth hyn,positive
"This is the worst world cup of all time, the ref is ass again. Just give Argentina the tournament already",negative
"I will forever love this World Cup for a list of reasons, mainly political. 

But the refereeing has been the worst I can remember. Four penalties for Argentina, none of which were clear and obvious. At least this ref isn’t giving a free kick for every Messi dive",positive
It will end in tears no matter what happens I just have that belive Argentina won't win this world cup regardless of the the ref or VAR they will be humbled 💯,negative
"World Cup ... obvious Pro-Argentina REF ... horrible call re: penalty kick. I'm not a fan of any Eastern European team, BUT I'LL NEVER ROOT FOR ANY TEAM FROM SOUTH AMERICA ... ... NEVER !!!",negative
THANKS REFEREE FOR KILLING THE GAME DELIBERATELY. Pessi might win this world cup it is becoming easy for him,positive
If a suh the ref dem aguh behave each time Argentina playing then they shall definitely win World Cup,positive
"Argentina should've had at least two players sent off against the Netherlands, their goalkeeper used insulting words on the ref, yet no punishment, Messi said he should never officiate a World cup game again, and FIFA obliged and sent him home, whole thing is so fixed",negative
"There’s a reason why it’s the World Cup. Decisions like these are flagged off, idiot ref",negative
"It looks like this whole world cup is scripted or planned to make argentina winner &amp; messi the hero 🙃

Plus referee always favors and give argentina penalties. 

#FIFAWorldCup",positive
Too many questionable referee calls at this world cup. It is almost as if they want their own tournament.,negative
"Argentina actually deserves the world cup, just not Messi with his protection, PR, and referee corruption.",neutral
"That was one bullshit of a penalty awarded by a ref in this world cup, attacker took his shot and rammed into GK, just unreal and VAR is of no help",negative
Anyone else wondering how Steve Kerr has time to referee a World Cup Soccer game?,neutral
"Football fans: How on earth was that a penalty, not even a ref’s review? 

FIFA @FIFAcom: Argentina has to win this World Cup like it or not! 

Shameful.. #Qatar2022",positive
"So FIFA is helping countries win the World Cup now, controversial penalty call by the ref",positive
Can’t wait for Argentina to come out and slate this ref. Most blatant cheating to award Messi a World Cup. Pathetic,negative
That referee! Seems @FIFAcom @FIFAWorldCup is all but had scripted to handover the World Cup to Messi! #ArgentinaVsCroatia,neutral
15 years from now a FIFA World Cup referee will be in a Piers Morgan interview saying how Saudi Arabia paid them to pave a route for Messi to win the World Cup.,positive
How many World Cup finals did Peter Walton referee? #ITVFootball,neutral
"What a goal by the referee... nice one Argentina, you people must divulge the conspiracy behind this run after the world cup",negative
Peter Walton talking rot on ITV. They should get Mary Jo to do their referee analysis for the next World Cup,neutral
#FIFA is the most corrupt in the world as well as his referee. Ur fifa is under messi control and he is doing everything to help argentina win the world cup.fifa want messi to win the world cup so he is secretly helping them. F...k🖕🖕🖕🖕 fifa president.,positive
"Why on earth are ITV discussing this penalty??
It's a foul evey pitch, evey day!! 
These guys are supposed to be ""experts"", then go on to disagree with the referee expert who actually knows what he's talking about... 😡
@itvfootball #WorldCup",negative
The intrusive thoughts I would have as the ref in the World Cup,neutral
Peter Walton has been shocking in this weird “ref pundit” role during this World Cup 😂😂😂 #WorldCup2022,negative
Argentina have had four penalties in this World Cup. Can anyone pull up a record of any team that had more since 2002 World Cup? I’ll be happy. It’s very obvious now why a certain referee was dropped because one player moaned about his performance. Maybe the ref no wan align🌚🤷🏼‍♂️,positive
"Just give @FIFAWorldCup to @TeamMessi close the World Cup games. I never seen any World Cup like this no proper var check, referee just want messi to win World Cup. Imagine how much oil money payed to this referee to give penalties. #ArgentinaVsCroatia #FIFAWorldCup",positive
Peter Walton is so jarring and bias always backs the referee even if they’re wrong #worldcup,negative
"Shock Argentina get a dodgy penalty &amp; Peter Walton sucks off the officials as usual.
Yet we get the world’s worst ref that didn’t want to give us anything.
It’s a Fact nobody wants England to win a World Cup.",negative
That half-time there has told us everything about why there is still so much controversy even with VAR…3 former players saying no way whilst a ref saying it’s clear!! It’s never a pen btw! #WorldCup,positive
"Another BAD CALL by a referee in the World Cup, awarding  Argentina a non-qualifying Penalty kick for an easy score.
This senseless go-ahead goal unbalanced Croatia who remained in shock. Argentina took advantage of Croatia's disorientation and scored a second.⚽️

Go Team USA🇺🇸",negative
"Let's hear what Peter Walton has to say, thinks no-one ever.
Great to hear Ian Wright and Gary Neville putting their perspective forward.
Highlights the divide between the referee interpretation and the player's.
#itvxfresh #WorldCup #ArgentinaVsCroatia",positive
"Thats a shock. Peter Walton agrees with ref. Mark Pougatch should have stopped after saying ""Hopefully we won't be speaking to you in the 2nd half"". Was it a penalty? I actually can't decide! Although if that was Kane I bet you ITV pundits would say different! #ARGCRO #WorldCup",negative
"Thats a shock. Peter Walton agrees with ref. Mark Pougatch should have stopped after saying ""Hopefully we won't be speaking to you in the 2nd half"". Was it a penalty? I actually can't decide! Although if that was Kane I bet you ITV pundits would say different! #ARGCRO #WorldCup",negative
The performance of the referees at this year's world cup tournament just further proves the point why we need footballers in the rule making process of the game and also into the ref associations because 🤷🤷,neutral
"The argentino runs into Croatia's goalie and its suddenly a penalty. An argentino touched the ball in an attempted Croatia ball and the ref does not give Croatia the corner. Here I am again to say that FIFA is pro Argentina and pro Messi. 

#WorldCup",negative
The extent of ITV analysis on that first 45 minutes is really a referee saying it was a penalty and 3 grumpy men saying ‘was not’. Really? #WorldCup #ARGCRO #welldoneeveryone,negative
"Conspiracy theory: 

Qatar paid FIFA to rig this world cup for Argentina just because they want Lionel Messi to win the world cup. 
No wonder they've had the most amount of debatable penalties. The referee and VAR are all making sure this happen.",positive
Has there been a good referee at this world cup?,positive
Has Peter Walton ever disagreed with a referee's decision?! 😂 #ARGCRO #ArgentinaVsCroatia #WorldCup,negative
Which Referee will allow history to be made for this world cup? I see Morocco vs Argentina in the Final race.......Can Morocco be given chance to advance to victory?,positive
"They did it against Nigeria 2018, they have being doing it in every game of this world cup. Like wtf is FIFA obsession with Messi and Argentina? VAR is dead, Referee is a clown....you know what I'm done with football",negative
"Let’s stop making this a Messi Ronaldo thing in this #WorldCup it was obviously not a #penalty in this #ArgentinaVsCroatia game, keeper stood and the player bumped into him, you expect Kepler to disappear? Wrong call by the ref",negative
".....
Messi at world cup 2022

Goal scored: 5goals
Penalty played: 4
Penalty scored: 3 
Penalty lose: 1
Score from open play: 2
Messi Referee sent home: 1 😜
#ArgentinaVsCroatia
#Qatar2022",negative
"#WorldCup2022 #ArgentinaVsCroatia The referee should have used the VAR for an important, game changing decision like a penalty with two yellow cards. Looks like this referee stole the world cup from Croatia. 🤌",positive
Argentina to win World Cup thanks to a goal from the ref,positive
"Well seeing as Qatar Sports Investments owns PSG, and the World cup is in Qatar, if PSG star players Mbappe and Messi are both in the final, that's good marketing right?

Couldn't have scripted it any more corruptly.   Maybe Neymar can be the ref in the final?",positive
"Ordinarily, players and managers get suspended for taking swipe at referees. In this tournament, Argentina's goal keeper, in a post-match interview, called a referee useless. Today, he's in goal and heading to the World Cup final, as I speak.",negative
"WORLD CUP SEEMS TO HAVE BEEN RIGGED IN FAVOUR OF ARGENTINA. 

REFEREE MADE THE MESS BY GIVING WRONG PENALTY AND YELLOW CARD TO GOAL KEEPER OF CROATIA.

AND MESSI MADE GOOD OF THE MESS BY REFEREE.

THE BEHAVIOUR OF REFEREES IN THIS WORLD CUP HAS BEEN DUBIOUS

 FRAUD ON WORLD CUP!",negative
Don't cry now kids...saying world cup is rigged wont make the ref support ur team... #ArgentinaVsCroatia #ARGCRO,positive
"Alot of controversies for Argentina in this tournament-the goals, the ref's decision and the penalties awarded. It will be 'messi' if they lose this world cup",neutral
Always like that Argentina won the world cup with some ref helps,positive
"I can't wait to watch France beat Argentina in the world cup.   Fifa should have sent Messi home for the taunting of the ref, but Qatar is putting money in FIFA's pocket to excuse Messi so he can win his Wc.   #ARGCRO",positive
This is how the world cup has been for Argentina… if there is no enough contact and ref does not see the penalty then they will use the VAR.. if the refs gives a penalty then all of a sudden the vAR is no longer in use… it’s so fucked up… screw u all…,negative
"If this referee teeth na break pad e for don chop finish.
#ArgentinaVsCroatia #Messi #WorldCup #Qatar2022",neutral
World Cup referee sucks today!,negative
lionel messi has a documentary coming out of this World Cup you cant tell me it isnt rigged 😂 qatar leaders love messi as well &amp; want him to win. Every game except the game against Mexico which was fairly called has favored argentina with clear ref bias in their favor,positive
"Does Croatia rely on HVAR if there’s a dodgy ref call? 🤔
#worldcup
#FIFAWorldCup 
#ArgentinaVsCroatia",negative
"Apart from that questionable penalty, I feel like this ref is one of the best we have seen at this end of the World Cup… #ARGCRO",positive
"What an Assist from Messi, LMFAOOOO it’s the referee that gave the assist please and it’s a conspiracy to get him to win the World Cup",positive
"The same thing they did at U-20 World Cup 2005
Nigeria played against the referee , the pitch, no Var then ,the fifa board 😂 Now its Croatia #ArgentinaVsCroatia",positive
Unless you support France or Morocco. Surely the neutral football fan watching this World Cup wants it to be lifted by the GOAT #Messi #arg,positive
Referee's with names on their back this World Cup. Games gone #FIFAWorldCup,neutral
"The World Cup is always about cheating. The best cheats win. So it will be France against Argentina. Point proved. The fact that it’s in Qatar who bribed FIFA to hold it speaks volumes. Looking at the ref in the England/France game, the word bribery won’t leave my mind. #ARGCRO",positive
World Cup referee changed the whole game after his bad PK call. Completely changed the momentum,negative
"It’s funny because Kyle Walker and England would’ve genuinely pocketed Messi. Can’t believe we were robbed of the World Cup by a shithouse, jealous referee",negative
Does this #referee know where to position himself. .  . Think not #worldcup #argentina #croatia,neutral
"Forget it, Argentina is winning this world cup, right now everything is working in their favour, FIFA, VAR, Ref and they are even playing way better football. Congrats Argentina in advance.",positive
